input,output,category,complexity,type
Zu welcher Kategorie gehört 'vierfünf'?,zahlen,zahlen,1,categorization
Verwende 'vierfünf' in einem Satz.,Ich zähle bis vierfünf.,zahlen,1,sentence_generation
Verwende 'vierfünf' in einem Satz.,Vierfünf Dinge.,zahlen,1,sentence_generation
Was bedeutet 'rollengleiten'?,Sich langsam fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'rollengleiten'?,bewegungen,bewegungen,2,categorization
Verwende 'rollengleiten' in einem Satz.,Ich kann rollengleiten.,bewegungen,2,sentence_generation
Verwende 'rollengleiten' in einem Satz.,Wir rollengleiten zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'glücklichhungrig'?,Nicht schläfrig (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'glücklichhungrig'?,zustände,zustände,2,categorization
Verwende 'glücklichhungrig' in einem Satz.,Ich bin glücklichhungrig.,zustände,2,sentence_generation
Verwende 'glücklichhungrig' in einem Satz.,Du siehst glücklichhungrig aus.,zustände,2,sentence_generation
Was bedeutet 'lernenentscheiden'?,Wahl treffen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'lernenentscheiden'?,aktionen,aktionen,4,categorization
Verwende 'lernenentscheiden' in einem Satz.,Ich lernenentscheiden darüber.,aktionen,4,sentence_generation
Verwende 'lernenentscheiden' in einem Satz.,Wir müssen lernenentscheiden.,aktionen,4,sentence_generation
Was bedeutet 'denkenplanen'?,Problem beheben (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'denkenplanen'?,aktionen,aktionen,4,categorization
Verwende 'denkenplanen' in einem Satz.,Ich denkenplanen darüber.,aktionen,4,sentence_generation
Verwende 'denkenplanen' in einem Satz.,Wir müssen denkenplanen.,aktionen,4,sentence_generation
Was bedeutet 'alleweil'?,Teilmenge (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'alleweil'?,logik,logik,5,categorization
Verwende 'alleweil' in einem Satz.,Alleweil das stimmt.,logik,5,sentence_generation
Verwende 'alleweil' in einem Satz.,Das ist alleweil wahr.,logik,5,sentence_generation
Was bedeutet 'telefonstuhl'?,Gerät für Licht (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'telefonstuhl'?,objekte,objekte,1,categorization
Verwende 'telefonstuhl' in einem Satz.,Das ist ein telefonstuhl.,objekte,1,sentence_generation
Verwende 'telefonstuhl' in einem Satz.,Ich brauche einen telefonstuhl.,objekte,1,sentence_generation
Was bedeutet 'gleitenrollen'?,Sich drehend bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gleitenrollen'?,bewegungen,bewegungen,2,categorization
Verwende 'gleitenrollen' in einem Satz.,Ich kann gleitenrollen.,bewegungen,2,sentence_generation
Verwende 'gleitenrollen' in einem Satz.,Wir gleitenrollen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'fenster'?,Öffnung in der Wand,objekte,1,word_meaning
Zu welcher Kategorie gehört 'fenster'?,objekte,objekte,1,categorization
Verwende 'fenster' in einem Satz.,Das ist ein fenster.,objekte,1,sentence_generation
Verwende 'fenster' in einem Satz.,Ich brauche einen fenster.,objekte,1,sentence_generation
Was bedeutet 'lösenentscheiden'?,Vorgehensweise festlegen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'lösenentscheiden'?,aktionen,aktionen,4,categorization
Verwende 'lösenentscheiden' in einem Satz.,Ich lösenentscheiden darüber.,aktionen,4,sentence_generation
Verwende 'lösenentscheiden' in einem Satz.,Wir müssen lösenentscheiden.,aktionen,4,sentence_generation
Was bedeutet 'analysierendenken'?,Geistige Tätigkeit (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'analysierendenken'?,aktionen,aktionen,4,categorization
Verwende 'analysierendenken' in einem Satz.,Ich analysierendenken darüber.,aktionen,4,sentence_generation
Verwende 'analysierendenken' in einem Satz.,Wir müssen analysierendenken.,aktionen,4,sentence_generation
Was bedeutet 'odere'?,Schlussfolgerung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'odere'?,logik,logik,5,categorization
Verwende 'odere' in einem Satz.,Odere das stimmt.,logik,5,sentence_generation
Verwende 'odere' in einem Satz.,Das ist odere wahr.,logik,5,sentence_generation
Was bedeutet 'buch_var129'?,Elektronisches Gerät (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'buch_var129'?,objekte,objekte,1,categorization
Verwende 'buch_var129' in einem Satz.,Das ist ein buch_var129.,objekte,1,sentence_generation
Verwende 'buch_var129' in einem Satz.,Ich brauche einen buch_var129.,objekte,1,sentence_generation
Was bedeutet 'erschaffen'?,Etwas Neues schaffen,aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erschaffen'?,aktionen,aktionen,4,categorization
Verwende 'erschaffen' in einem Satz.,Ich erschaffen darüber.,aktionen,4,sentence_generation
Verwende 'erschaffen' in einem Satz.,Wir müssen erschaffen.,aktionen,4,sentence_generation
Was bedeutet 'achtvier'?,Zahl 4 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'achtvier'?,zahlen,zahlen,1,categorization
Verwende 'achtvier' in einem Satz.,Ich zähle bis achtvier.,zahlen,1,sentence_generation
Verwende 'achtvier' in einem Satz.,Achtvier Dinge.,zahlen,1,sentence_generation
Was bedeutet 'gesundkrank'?,Nicht schläfrig (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'gesundkrank'?,zustände,zustände,2,categorization
Verwende 'gesundkrank' in einem Satz.,Ich bin gesundkrank.,zustände,2,sentence_generation
Verwende 'gesundkrank' in einem Satz.,Du siehst gesundkrank aus.,zustände,2,sentence_generation
Was bedeutet 'buch'?,Sammlung von Seiten,objekte,1,word_meaning
Zu welcher Kategorie gehört 'buch'?,objekte,objekte,1,categorization
Verwende 'buch' in einem Satz.,Das ist ein buch.,objekte,1,sentence_generation
Verwende 'buch' in einem Satz.,Ich brauche einen buch.,objekte,1,sentence_generation
Was bedeutet 'braunweiß'?,Mischfarbe rot-gelb (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'braunweiß'?,farben,farben,1,categorization
Verwende 'braunweiß' in einem Satz.,Das ist braunweiß.,farben,1,sentence_generation
Verwende 'braunweiß' in einem Satz.,Ich sehe etwas braunweißes.,farben,1,sentence_generation
Was bedeutet 'fünfe'?,Zahl 1 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'fünfe'?,zahlen,zahlen,1,categorization
Verwende 'fünfe' in einem Satz.,Ich zähle bis fünfe.,zahlen,1,sentence_generation
Verwende 'fünfe' in einem Satz.,Fünfe Dinge.,zahlen,1,sentence_generation
Was bedeutet 'satte'?,Bedürfnis nach Schlaf (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'satte'?,zustände,zustände,2,categorization
Verwende 'satte' in einem Satz.,Ich bin satte.,zustände,2,sentence_generation
Verwende 'satte' in einem Satz.,Du siehst satte aus.,zustände,2,sentence_generation
Was bedeutet 'wenn'?,Bedingung,logik,5,word_meaning
Zu welcher Kategorie gehört 'wenn'?,logik,logik,5,categorization
Verwende 'wenn' in einem Satz.,Wenn das stimmt.,logik,5,sentence_generation
Verwende 'wenn' in einem Satz.,Das ist wenn wahr.,logik,5,sentence_generation
Was bedeutet 'erklärenplanen'?,Bedeutung erfassen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erklärenplanen'?,aktionen,aktionen,4,categorization
Verwende 'erklärenplanen' in einem Satz.,Ich erklärenplanen darüber.,aktionen,4,sentence_generation
Verwende 'erklärenplanen' in einem Satz.,Wir müssen erklärenplanen.,aktionen,4,sentence_generation
Was bedeutet 'laufenrennen'?,Sich im Wasser fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'laufenrennen'?,bewegungen,bewegungen,2,categorization
Verwende 'laufenrennen' in einem Satz.,Ich kann laufenrennen.,bewegungen,2,sentence_generation
Verwende 'laufenrennen' in einem Satz.,Wir laufenrennen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'warmgesund'?,Körperlich nicht in Ordnung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'warmgesund'?,zustände,zustände,2,categorization
Verwende 'warmgesund' in einem Satz.,Ich bin warmgesund.,zustände,2,sentence_generation
Verwende 'warmgesund' in einem Satz.,Du siehst warmgesund aus.,zustände,2,sentence_generation
Was bedeutet 'braun'?,Farbe der Erde,farben,1,word_meaning
Zu welcher Kategorie gehört 'braun'?,farben,farben,1,categorization
Verwende 'braun' in einem Satz.,Das ist braun.,farben,1,sentence_generation
Verwende 'braun' in einem Satz.,Ich sehe etwas braunes.,farben,1,sentence_generation
Was bedeutet 'orangegelb'?,Farbe des Blutes (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'orangegelb'?,farben,farben,1,categorization
Verwende 'orangegelb' in einem Satz.,Das ist orangegelb.,farben,1,sentence_generation
Verwende 'orangegelb' in einem Satz.,Ich sehe etwas orangegelbes.,farben,1,sentence_generation
Was bedeutet 'glücklich_var113'?,Nicht schläfrig (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'glücklich_var113'?,zustände,zustände,2,categorization
Verwende 'glücklich_var113' in einem Satz.,Ich bin glücklich_var113.,zustände,2,sentence_generation
Verwende 'glücklich_var113' in einem Satz.,Du siehst glücklich_var113 aus.,zustände,2,sentence_generation
Was bedeutet 'fenstertisch'?,Möbel zum Arbeiten (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'fenstertisch'?,objekte,objekte,1,categorization
Verwende 'fenstertisch' in einem Satz.,Das ist ein fenstertisch.,objekte,1,sentence_generation
Verwende 'fenstertisch' in einem Satz.,Ich brauche einen fenstertisch.,objekte,1,sentence_generation
Was bedeutet 'analysieren_var106'?,Wissen aufnehmen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'analysieren_var106'?,aktionen,aktionen,4,categorization
Verwende 'analysieren_var106' in einem Satz.,Ich analysieren_var106 darüber.,aktionen,4,sentence_generation
Verwende 'analysieren_var106' in einem Satz.,Wir müssen analysieren_var106.,aktionen,4,sentence_generation
Was bedeutet 'computere'?,Gerät zur Kommunikation (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'computere'?,objekte,objekte,1,categorization
Verwende 'computere' in einem Satz.,Das ist ein computere.,objekte,1,sentence_generation
Verwende 'computere' in einem Satz.,Ich brauche einen computere.,objekte,1,sentence_generation
Was bedeutet 'einsdrei'?,Zahl 3 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'einsdrei'?,zahlen,zahlen,1,categorization
Verwende 'einsdrei' in einem Satz.,Ich zähle bis einsdrei.,zahlen,1,sentence_generation
Verwende 'einsdrei' in einem Satz.,Einsdrei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'sieben_var137'?,Zahl 4 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'sieben_var137'?,zahlen,zahlen,1,categorization
Verwende 'sieben_var137' in einem Satz.,Ich zähle bis sieben_var137.,zahlen,1,sentence_generation
Verwende 'sieben_var137' in einem Satz.,Sieben_var137 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'siebendrei'?,Zahl 10 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'siebendrei'?,zahlen,zahlen,1,categorization
Verwende 'siebendrei' in einem Satz.,Ich zähle bis siebendrei.,zahlen,1,sentence_generation
Verwende 'siebendrei' in einem Satz.,Siebendrei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'computerhaus'?,Öffnung in der Wand (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'computerhaus'?,objekte,objekte,1,categorization
Verwende 'computerhaus' in einem Satz.,Das ist ein computerhaus.,objekte,1,sentence_generation
Verwende 'computerhaus' in einem Satz.,Ich brauche einen computerhaus.,objekte,1,sentence_generation
Was bedeutet 'hungrigtraurig'?,Körperlich nicht in Ordnung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'hungrigtraurig'?,zustände,zustände,2,categorization
Verwende 'hungrigtraurig' in einem Satz.,Ich bin hungrigtraurig.,zustände,2,sentence_generation
Verwende 'hungrigtraurig' in einem Satz.,Du siehst hungrigtraurig aus.,zustände,2,sentence_generation
Was bedeutet 'kriechengleiten'?,Sich durch die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'kriechengleiten'?,bewegungen,bewegungen,2,categorization
Verwende 'kriechengleiten' in einem Satz.,Ich kann kriechengleiten.,bewegungen,2,sentence_generation
Verwende 'kriechengleiten' in einem Satz.,Wir kriechengleiten zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'obwohl'?,Gegensatz,logik,5,word_meaning
Zu welcher Kategorie gehört 'obwohl'?,logik,logik,5,categorization
Verwende 'obwohl' in einem Satz.,Obwohl das stimmt.,logik,5,sentence_generation
Verwende 'obwohl' in einem Satz.,Das ist obwohl wahr.,logik,5,sentence_generation
Was bedeutet 'schwarzgrün'?,Farbe der Sonne (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'schwarzgrün'?,farben,farben,1,categorization
Verwende 'schwarzgrün' in einem Satz.,Das ist schwarzgrün.,farben,1,sentence_generation
Verwende 'schwarzgrün' in einem Satz.,Ich sehe etwas schwarzgrünes.,farben,1,sentence_generation
Was bedeutet 'laufengleiten'?,Sich langsam fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'laufengleiten'?,bewegungen,bewegungen,2,categorization
Verwende 'laufengleiten' in einem Satz.,Ich kann laufengleiten.,bewegungen,2,sentence_generation
Verwende 'laufengleiten' in einem Satz.,Wir laufengleiten zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'erschaffenverstehen'?,Verständlich machen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erschaffenverstehen'?,aktionen,aktionen,4,categorization
Verwende 'erschaffenverstehen' in einem Satz.,Ich erschaffenverstehen darüber.,aktionen,4,sentence_generation
Verwende 'erschaffenverstehen' in einem Satz.,Wir müssen erschaffenverstehen.,aktionen,4,sentence_generation
Was bedeutet 'gleiten_var114'?,Sich drehend bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gleiten_var114'?,bewegungen,bewegungen,2,categorization
Verwende 'gleiten_var114' in einem Satz.,Ich kann gleiten_var114.,bewegungen,2,sentence_generation
Verwende 'gleiten_var114' in einem Satz.,Wir gleiten_var114 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'fünfsechs'?,Zahl 2 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'fünfsechs'?,zahlen,zahlen,1,categorization
Verwende 'fünfsechs' in einem Satz.,Ich zähle bis fünfsechs.,zahlen,1,sentence_generation
Verwende 'fünfsechs' in einem Satz.,Fünfsechs Dinge.,zahlen,1,sentence_generation
Was bedeutet 'glückliche'?,Bedürfnis nach Nahrung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'glückliche'?,zustände,zustände,2,categorization
Verwende 'glückliche' in einem Satz.,Ich bin glückliche.,zustände,2,sentence_generation
Verwende 'glückliche' in einem Satz.,Du siehst glückliche aus.,zustände,2,sentence_generation
Was bedeutet 'undweil'?,Gegensatz (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'undweil'?,logik,logik,5,categorization
Verwende 'undweil' in einem Satz.,Undweil das stimmt.,logik,5,sentence_generation
Verwende 'undweil' in einem Satz.,Das ist undweil wahr.,logik,5,sentence_generation
Was bedeutet 'gleiten_var131'?,Sich am Boden fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gleiten_var131'?,bewegungen,bewegungen,2,categorization
Verwende 'gleiten_var131' in einem Satz.,Ich kann gleiten_var131.,bewegungen,2,sentence_generation
Verwende 'gleiten_var131' in einem Satz.,Wir gleiten_var131 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'glücklichmüde'?,Bedürfnis nach Schlaf (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'glücklichmüde'?,zustände,zustände,2,categorization
Verwende 'glücklichmüde' in einem Satz.,Ich bin glücklichmüde.,zustände,2,sentence_generation
Verwende 'glücklichmüde' in einem Satz.,Du siehst glücklichmüde aus.,zustände,2,sentence_generation
Was bedeutet 'violettweiß'?,Alle Farben gemischt (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'violettweiß'?,farben,farben,1,categorization
Verwende 'violettweiß' in einem Satz.,Das ist violettweiß.,farben,1,sentence_generation
Verwende 'violettweiß' in einem Satz.,Ich sehe etwas violettweißes.,farben,1,sentence_generation
Was bedeutet 'hungrigkalt'?,Niedrige Temperatur (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'hungrigkalt'?,zustände,zustände,2,categorization
Verwende 'hungrigkalt' in einem Satz.,Ich bin hungrigkalt.,zustände,2,sentence_generation
Verwende 'hungrigkalt' in einem Satz.,Du siehst hungrigkalt aus.,zustände,2,sentence_generation
Was bedeutet 'hungrigwach'?,Bedürfnis nach Nahrung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'hungrigwach'?,zustände,zustände,2,categorization
Verwende 'hungrigwach' in einem Satz.,Ich bin hungrigwach.,zustände,2,sentence_generation
Verwende 'hungrigwach' in einem Satz.,Du siehst hungrigwach aus.,zustände,2,sentence_generation
Was bedeutet 'lernen_var108'?,Qualität beurteilen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'lernen_var108'?,aktionen,aktionen,4,categorization
Verwende 'lernen_var108' in einem Satz.,Ich lernen_var108 darüber.,aktionen,4,sentence_generation
Verwende 'lernen_var108' in einem Satz.,Wir müssen lernen_var108.,aktionen,4,sentence_generation
Was bedeutet 'haus_var113'?,Möbel zum Sitzen (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'haus_var113'?,objekte,objekte,1,categorization
Verwende 'haus_var113' in einem Satz.,Das ist ein haus_var113.,objekte,1,sentence_generation
Verwende 'haus_var113' in einem Satz.,Ich brauche einen haus_var113.,objekte,1,sentence_generation
Was bedeutet 'rollenfliegen'?,Sich durch die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'rollenfliegen'?,bewegungen,bewegungen,2,categorization
Verwende 'rollenfliegen' in einem Satz.,Ich kann rollenfliegen.,bewegungen,2,sentence_generation
Verwende 'rollenfliegen' in einem Satz.,Wir rollenfliegen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'buchtisch'?,Gerät zur Kommunikation (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'buchtisch'?,objekte,objekte,1,categorization
Verwende 'buchtisch' in einem Satz.,Das ist ein buchtisch.,objekte,1,sentence_generation
Verwende 'buchtisch' in einem Satz.,Ich brauche einen buchtisch.,objekte,1,sentence_generation
Was bedeutet 'sechsvier'?,Zahl 10 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'sechsvier'?,zahlen,zahlen,1,categorization
Verwende 'sechsvier' in einem Satz.,Ich zähle bis sechsvier.,zahlen,1,sentence_generation
Verwende 'sechsvier' in einem Satz.,Sechsvier Dinge.,zahlen,1,sentence_generation
Was bedeutet 'fliegen_var108'?,Sich durch die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'fliegen_var108'?,bewegungen,bewegungen,2,categorization
Verwende 'fliegen_var108' in einem Satz.,Ich kann fliegen_var108.,bewegungen,2,sentence_generation
Verwende 'fliegen_var108' in einem Satz.,Wir fliegen_var108 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'acht_var135'?,Zahl 3 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'acht_var135'?,zahlen,zahlen,1,categorization
Verwende 'acht_var135' in einem Satz.,Ich zähle bis acht_var135.,zahlen,1,sentence_generation
Verwende 'acht_var135' in einem Satz.,Acht_var135 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'nichteinige'?,Teilmenge (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'nichteinige'?,logik,logik,5,categorization
Verwende 'nichteinige' in einem Satz.,Nichteinige das stimmt.,logik,5,sentence_generation
Verwende 'nichteinige' in einem Satz.,Das ist nichteinige wahr.,logik,5,sentence_generation
Was bedeutet 'rot_var112'?,Farbe des Himmels (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'rot_var112'?,farben,farben,1,categorization
Verwende 'rot_var112' in einem Satz.,Das ist rot_var112.,farben,1,sentence_generation
Verwende 'rot_var112' in einem Satz.,Ich sehe etwas rot_var112es.,farben,1,sentence_generation
Was bedeutet 'computertisch'?,Sammlung von Seiten (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'computertisch'?,objekte,objekte,1,categorization
Verwende 'computertisch' in einem Satz.,Das ist ein computertisch.,objekte,1,sentence_generation
Verwende 'computertisch' in einem Satz.,Ich brauche einen computertisch.,objekte,1,sentence_generation
Was bedeutet 'entscheiden'?,Wahl treffen,aktionen,4,word_meaning
Zu welcher Kategorie gehört 'entscheiden'?,aktionen,aktionen,4,categorization
Verwende 'entscheiden' in einem Satz.,Ich entscheiden darüber.,aktionen,4,sentence_generation
Verwende 'entscheiden' in einem Satz.,Wir müssen entscheiden.,aktionen,4,sentence_generation
Was bedeutet 'springen_var100'?,Sich in die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'springen_var100'?,bewegungen,bewegungen,2,categorization
Verwende 'springen_var100' in einem Satz.,Ich kann springen_var100.,bewegungen,2,sentence_generation
Verwende 'springen_var100' in einem Satz.,Wir springen_var100 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'gehenrennen'?,Sich im Wasser fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gehenrennen'?,bewegungen,bewegungen,2,categorization
Verwende 'gehenrennen' in einem Satz.,Ich kann gehenrennen.,bewegungen,2,sentence_generation
Verwende 'gehenrennen' in einem Satz.,Wir gehenrennen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'haustisch'?,Gebäude zum Wohnen (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'haustisch'?,objekte,objekte,1,categorization
Verwende 'haustisch' in einem Satz.,Das ist ein haustisch.,objekte,1,sentence_generation
Verwende 'haustisch' in einem Satz.,Ich brauche einen haustisch.,objekte,1,sentence_generation
Was bedeutet 'baumtelefon'?,Möbel zum Sitzen (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'baumtelefon'?,objekte,objekte,1,categorization
Verwende 'baumtelefon' in einem Satz.,Das ist ein baumtelefon.,objekte,1,sentence_generation
Verwende 'baumtelefon' in einem Satz.,Ich brauche einen baumtelefon.,objekte,1,sentence_generation
Was bedeutet 'zweieins'?,Zahl 9 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'zweieins'?,zahlen,zahlen,1,categorization
Verwende 'zweieins' in einem Satz.,Ich zähle bis zweieins.,zahlen,1,sentence_generation
Verwende 'zweieins' in einem Satz.,Zweieins Dinge.,zahlen,1,sentence_generation
Was bedeutet 'kranksatt'?,Körperlich in Ordnung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'kranksatt'?,zustände,zustände,2,categorization
Verwende 'kranksatt' in einem Satz.,Ich bin kranksatt.,zustände,2,sentence_generation
Verwende 'kranksatt' in einem Satz.,Du siehst kranksatt aus.,zustände,2,sentence_generation
Was bedeutet 'traurigwarm'?,Bedürfnis nach Schlaf (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'traurigwarm'?,zustände,zustände,2,categorization
Verwende 'traurigwarm' in einem Satz.,Ich bin traurigwarm.,zustände,2,sentence_generation
Verwende 'traurigwarm' in einem Satz.,Du siehst traurigwarm aus.,zustände,2,sentence_generation
Was bedeutet 'planendenken'?,Wissen aufnehmen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'planendenken'?,aktionen,aktionen,4,categorization
Verwende 'planendenken' in einem Satz.,Ich planendenken darüber.,aktionen,4,sentence_generation
Verwende 'planendenken' in einem Satz.,Wir müssen planendenken.,aktionen,4,sentence_generation
Was bedeutet 'weißgrün'?,Farbe der Sonne (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'weißgrün'?,farben,farben,1,categorization
Verwende 'weißgrün' in einem Satz.,Das ist weißgrün.,farben,1,sentence_generation
Verwende 'weißgrün' in einem Satz.,Ich sehe etwas weißgrünes.,farben,1,sentence_generation
Was bedeutet 'siebensechs'?,Zahl 9 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'siebensechs'?,zahlen,zahlen,1,categorization
Verwende 'siebensechs' in einem Satz.,Ich zähle bis siebensechs.,zahlen,1,sentence_generation
Verwende 'siebensechs' in einem Satz.,Siebensechs Dinge.,zahlen,1,sentence_generation
Was bedeutet 'springengleiten'?,Sich langsam fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'springengleiten'?,bewegungen,bewegungen,2,categorization
Verwende 'springengleiten' in einem Satz.,Ich kann springengleiten.,bewegungen,2,sentence_generation
Verwende 'springengleiten' in einem Satz.,Wir springengleiten zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'gelbweiß'?,Farbe des Himmels (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'gelbweiß'?,farben,farben,1,categorization
Verwende 'gelbweiß' in einem Satz.,Das ist gelbweiß.,farben,1,sentence_generation
Verwende 'gelbweiß' in einem Satz.,Ich sehe etwas gelbweißes.,farben,1,sentence_generation
Was bedeutet 'einigeobwohl'?,Begründung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'einigeobwohl'?,logik,logik,5,categorization
Verwende 'einigeobwohl' in einem Satz.,Einigeobwohl das stimmt.,logik,5,sentence_generation
Verwende 'einigeobwohl' in einem Satz.,Das ist einigeobwohl wahr.,logik,5,sentence_generation
Was bedeutet 'erklärenentscheiden'?,Wahl treffen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erklärenentscheiden'?,aktionen,aktionen,4,categorization
Verwende 'erklärenentscheiden' in einem Satz.,Ich erklärenentscheiden darüber.,aktionen,4,sentence_generation
Verwende 'erklärenentscheiden' in einem Satz.,Wir müssen erklärenentscheiden.,aktionen,4,sentence_generation
Was bedeutet 'erklären'?,Verständlich machen,aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erklären'?,aktionen,aktionen,4,categorization
Verwende 'erklären' in einem Satz.,Ich erklären darüber.,aktionen,4,sentence_generation
Verwende 'erklären' in einem Satz.,Wir müssen erklären.,aktionen,4,sentence_generation
Was bedeutet 'fliegen_var122'?,Sich langsam fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'fliegen_var122'?,bewegungen,bewegungen,2,categorization
Verwende 'fliegen_var122' in einem Satz.,Ich kann fliegen_var122.,bewegungen,2,sentence_generation
Verwende 'fliegen_var122' in einem Satz.,Wir fliegen_var122 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'deshalbnicht'?,Folge (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'deshalbnicht'?,logik,logik,5,categorization
Verwende 'deshalbnicht' in einem Satz.,Deshalbnicht das stimmt.,logik,5,sentence_generation
Verwende 'deshalbnicht' in einem Satz.,Das ist deshalbnicht wahr.,logik,5,sentence_generation
Was bedeutet 'zehn_var117'?,Zahl 6 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'zehn_var117'?,zahlen,zahlen,1,categorization
Verwende 'zehn_var117' in einem Satz.,Ich zähle bis zehn_var117.,zahlen,1,sentence_generation
Verwende 'zehn_var117' in einem Satz.,Zehn_var117 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'kriechenschwimmen'?,Sich durch die Luft bewegen (Variante),bewegungen,2,word_meaning
